[INFO] [launch]: All log files can be found below /home/rcv/.ros/log/2026-05-27-23-04-48-940050-rcv-NUC15CRSU9-14845
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [ros2-1]: process started with pid [14959]
[INFO] [cartographer_node-2]: process started with pid [14960]
[INFO] [cartographer_occupancy_grid_node-3]: process started with pid [14961]
[INFO] [trajectory_to_odom-4]: process started with pid [14962]
[trajectory_to_odom-4] [WARN] [1779890689.014585855] [rcl]: ROS_LOCALHOST_ONLY is deprecated but still honored if it is enabled. Use ROS_AUTOMATIC_DISCOVERY_RANGE and ROS_STATIC_PEERS instead.
[trajectory_to_odom-4] [WARN] [1779890689.014604901] [rcl]: 'localhost_only' is enabled, 'automatic_discovery_range' and 'static_peers' will be ignored.
[cartographer_occupancy_grid_node-3] [WARN] [1779890689.031745576] [rcl]: ROS_LOCALHOST_ONLY is deprecated but still honored if it is enabled. Use ROS_AUTOMATIC_DISCOVERY_RANGE and ROS_STATIC_PEERS instead.
[cartographer_occupancy_grid_node-3] [WARN] [1779890689.031769062] [rcl]: 'localhost_only' is enabled, 'automatic_discovery_range' and 'static_peers' will be ignored.
[trajectory_to_odom-4] [INFO] [1779890689.067411643] [trajectory_to_odom]: TrackedPoseToOdom node initialized.
[cartographer_node-2] [WARN] [1779890689.072617653] [rcl]: ROS_LOCALHOST_ONLY is deprecated but still honored if it is enabled. Use ROS_AUTOMATIC_DISCOVERY_RANGE and ROS_STATIC_PEERS instead.
[cartographer_node-2] [WARN] [1779890689.072633476] [rcl]: 'localhost_only' is enabled, 'automatic_discovery_range' and 'static_peers' will be ignored.
[cartographer_node-2] [WARN] [1779890689.100617790] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 node.cpp:1245] Localization status: LOST
[ros2-1] [WARN] [1779890689.269843587] [rcl]: ROS_LOCALHOST_ONLY is deprecated but still honored if it is enabled. Use ROS_AUTOMATIC_DISCOVERY_RANGE and ROS_STATIC_PEERS instead.
[ros2-1] [WARN] [1779890689.269854917] [rcl]: 'localhost_only' is enabled, 'automatic_discovery_range' and 'static_peers' will be ignored.
[ros2-1] stdin is not a terminal device. Keyboard handling disabled.[INFO] [1779890689.402882771] [rosbag2_storage]: Opened database '/home/rcv/SLAM_main-SLAM_IMU_WHEEL_tun_upg/0518_2_humble/latest_0.db3' for READ_ONLY.
[cartographer_node-2] [WARN] [1779890689.851102894] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864276331 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851112987] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851121105] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864276505 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851128910] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851136951] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864276679 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851144983] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851152869] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864276852 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851160492] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851167737] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864277026 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851175861] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851183807] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864277199 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851191274] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851199282] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864277373 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851206693] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851214621] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864277547 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851222243] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851230054] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864277720 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851238080] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851246027] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864277894 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851253548] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851261028] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864278067 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851273136] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851283456] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864278241 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851294441] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851303241] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864278415 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851311344] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851319295] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864278588 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851327361] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851334824] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864278762 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851343023] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851350984] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864278935 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851358470] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851365813] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864279109 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851374209] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851382758] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864279283 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851391229] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851398797] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864279456 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851406291] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851414218] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864279630 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851422441] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851429948] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864279804 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851437424] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851445400] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864279977 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851455882] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851463763] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864280151 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851471800] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851479763] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864280324 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851487773] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851494998] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864280498 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851504210] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851514463] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864280672 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851524750] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851532086] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864280845 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851543667] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851552273] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864281019 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851559863] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851567384] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864281192 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851575480] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851583465] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864281366 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851590972] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851598332] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864281540 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851606325] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851614305] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864281713 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851622453] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851629886] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864281887 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851640137] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851647914] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864282060 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851656028] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851664041] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864282234 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851671678] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851678990] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864282408 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851687110] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851694984] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864282581 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851702398] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851709577] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864282755 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851717531] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851725434] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864282929 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851733379] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851740838] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864283102 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851748947] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851756338] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864283276 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851763944] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851773299] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864283449 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851780890] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851791972] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864283623 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851803208] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851813504] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864283797 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851821586] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851829494] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864283970 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851837062] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851844438] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864284144 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851852603] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851860561] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864284317 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851868071] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851875940] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864284491 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851884053] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851892003] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864284665 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851899523] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851906859] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864284838 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851914299] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851921667] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864285012 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851939084] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851946416] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864285185 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851953869] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851961334] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864285359 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851969029] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851976355] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864285533 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851986345] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.851993890] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864285706 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852001389] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852008919] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864285880 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852016410] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852023959] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864286054 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852033054] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852044023] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864286227 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852052080] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852059403] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864286401 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852067023] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852074385] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864286574 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852081988] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852089332] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864286748 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852096892] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852104319] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864286922 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852112197] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852119806] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864287095 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852127353] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852134696] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864287269 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852142197] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852149865] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864287442 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.852159766] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
